ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	Book
2280	A sudden whoop startled them, as a long boy with a wild yellow head came leaping over a hedge like a kangaroo, followed by a slender girl, who stuck in the hawthorn, and sat there laughing like a witch. A pretty little lass she was, with curly dark hair, bright eyes, and a very expressive face. Her hat was at her back, and her skirts a good deal the worse for the brooks she had crossed, the trees she had climbed, and the last leap, which added several fine rents.  'Take me down, Nan, please. Tom, hold Ted; he's got my book, and I will have it,' called Josie from her perch, not at all daunted by the appearance of her friends.	he	512	Tom	497	FALSE	Ted	507	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2280-control	A sudden whoop startled them, as a long boy with a wild yellow head came leaping over a hedge like a kangaroo, followed by a slender girl, who stuck in the hawthorn, and sat there laughing like a witch. A pretty little lass she was, with curly dark hair, bright eyes, and a very expressive face. Her hat was at her back, and her skirts a good deal the worse for the brooks she had crossed, the trees she had climbed, and the last leap, which added several fine rents.  'Take me down, Josie, please. Ted, hold Tom; he's got my book, and I will have it,' called Nan from her perch, not at all daunted by the appearance of her friends.	he	514	Ted	499	FALSE	Tom	509	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2280-swap-1	A sudden whoop startled them, as a long girl with a wild yellow head came leaping over a hedge like a kangaroo, followed by a slender boy, who stuck in the hawthorn, and sat there laughing like a wizard. A pretty little lad he was, with curly dark hair, bright eyes, and a very expressive face. His hat was at his back, and his skirts a good deal the worse for the brooks he had crossed, the trees he had climbed, and the last leap, which added several fine rents.  'Take me down, Ted, please. Josie, hold Nan; she's got my book, and I will have it,' called Tom from his perch, not at all daunted by the appearance of his friends.	she	511	Josie	494	FALSE	Nan	506	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2280-swap-2	A sudden whoop startled them, as a long girl with a wild yellow head came leaping over a hedge like a kangaroo, followed by a slender boy, who stuck in the hawthorn, and sat there laughing like a wizard. A pretty little lad he was, with curly dark hair, bright eyes, and a very expressive face. His hat was at his back, and his skirts a good deal the worse for the brooks he had crossed, the trees he had climbed, and the last leap, which added several fine rents.  'Take me down, Tom, please. Nan, hold Josie; she's got my book, and I will have it,' called Ted from his perch, not at all daunted by the appearance of his friends.	she	511	Nan	494	FALSE	Josie	504	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2281	A pretty little lass she was, with curly dark hair, bright eyes, and a very expressive face. Her hat was at her back, and her skirts a good deal the worse for the brooks she had crossed, the trees she had climbed, and the last leap, which added several fine rents.  'Take me down, Nan, please. Tom, hold Ted; he's got my book, and I will have it,' called Josie from her perch, not at all daunted by the appearance of her friends.  Tom promptly collared the thief, while Nan picked Josie from among the thorns and set her on her feet without a word of reproof; for having been a romp in her own girlhood, she was very indulgent to like tastes in others. '	her	517	Nan	470	FALSE	Josie	481	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2281-control	A pretty little lass she was, with curly dark hair, bright eyes, and a very expressive face. Her hat was at her back, and her skirts a good deal the worse for the brooks she had crossed, the trees she had climbed, and the last leap, which added several fine rents.  'Take me down, Josie, please. Ted, hold Tom; he's got my book, and I will have it,' called Nan from her perch, not at all daunted by the appearance of her friends.  Ted promptly collared the thief, while Josie picked Nan from among the thorns and set her on her feet without a word of reproof; for having been a romp in her own girlhood, she was very indulgent to like tastes in others. '	her	517	Josie	470	FALSE	Nan	483	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2281-swap-1	A pretty little lad he was, with curly dark hair, bright eyes, and a very expressive face. His hat was at his back, and his skirts a good deal the worse for the brooks he had crossed, the trees he had climbed, and the last leap, which added several fine rents.  'Take me down, Tom, please. Nan, hold Josie; she's got my book, and I will have it,' called Ted from his perch, not at all daunted by the appearance of his friends.  Nan promptly collared the thief, while Tom picked Ted from among the thorns and set him on his feet without a word of reproof; for having been a romp in his own girlhood, he was very indulgent to like tastes in others. '	him	512	Tom	467	FALSE	Ted	478	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2281-swap-2	A pretty little lad he was, with curly dark hair, bright eyes, and a very expressive face. His hat was at his back, and his skirts a good deal the worse for the brooks he had crossed, the trees he had climbed, and the last leap, which added several fine rents.  'Take me down, Ted, please. Josie, hold Nan; she's got my book, and I will have it,' called Tom from his perch, not at all daunted by the appearance of his friends.  Josie promptly collared the thief, while Ted picked Tom from among the thorns and set him on his feet without a word of reproof; for having been a romp in his own girlhood, he was very indulgent to like tastes in others. '	him	514	Ted	469	FALSE	Tom	480	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2285	'I've marked all your things--or rather, Daisy did--and as soon as your books are collected, we can see about the packing,' said Mrs Jo, who was so used to fitting boys off for all quarters of the globe that a trip to the North Pole would not have been too much for her.  Nat grew red at mention of that name--or was it the last glow of sunset on his rather pale cheek?--and his heart beat happily at the thought of the dear girl working Ns and Bs on his humble socks and handkerchiefs; for Nat adored Daisy, and the cherished dream of his life was to earn a place for himself as a musician and win this angel for his wife. This hope did more for him than the Professor's counsels, Mrs Jo's care, or Mr Laurie's generous help. For her sake he worked, waited, and hoped, finding courage and patience in the dream of that happy future when Daisy should make a little home for him and he fiddle a fortune into her lap.	her	731	Mrs Jo's	682	FALSE	Daisy	838	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2285-control	'I've marked all your things--or rather, Mrs Jo did--and as soon as your books are collected, we can see about the packing,' said Daisy, who was so used to fitting boys off for all quarters of the globe that a trip to the North Pole would not have been too much for her.  Mr Laurie grew red at mention of that name--or was it the last glow of sunset on his rather pale cheek?--and his heart beat happily at the thought of the dear girl working Ns and Bs on his humble socks and handkerchiefs; for Mr Laurie adored Mrs Jo, and the cherished dream of his life was to earn a place for himself as a musician and win this angel for his wife. This hope did more for him than the Professor's counsels, Daisy's care, or Nat's generous help. For her sake he worked, waited, and hoped, finding courage and patience in the dream of that happy future when Mrs Jo should make a little home for him and he fiddle a fortune into her lap.	her	737	Daisy's	695	FALSE	Mrs Jo	844	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2285-swap-1	'I've marked all your things--or rather, Mr Laurie did--and as soon as your books are collected, we can see about the packing,' said Nat, who was so used to fitting girls off for all quarters of the globe that a trip to the North Pole would not have been too much for him.  Mrs Jo grew red at mention of that name--or was it the last glow of sunset on her rather pale cheek?--and her heart beat happily at the thought of the dear boy working Ns and Bs on her humble socks and handkerchiefs; for Mrs Jo adored Mr Laurie, and the cherished dream of her life was to earn a place for herself as a musician and win this angel for her husband. This hope did more for her than the Professor's counsels, Nat's care, or Daisy's generous help. For his sake she worked, waited, and hoped, finding courage and patience in the dream of that happy future when Mr Laurie should make a little home for her and she fiddle a fortune into his lap.	his	738	Nat's	696	FALSE	Mr Laurie	846	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
